time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
12.230937,-4.6683,0.4824,-1.2184,4.849
12.239440,-5.0684,1.6985,-0.0392,5.346
12.252944,-5.3871,2.8372,0.7402,6.133
12.258482,-4.9834,3.3601,0.7493,6.057
12.262689,-3.7926,3.0175,0.2029,4.851
12.270572,-2.8614,2.0967,-0.6573,3.608
12.278623,-2.2164,1.1888,-1.3521,2.855
12.286744,-1.6730,0.1964,-1.7915,2.459
12.294514,-1.2968,-0.6562,-1.8469,2.350
12.303511,-0.9932,-1.3961,-1.6777,2.398
12.312089,-1.0492,-1.8216,-1.2678,2.455
12.320591,-1.2834,-1.9642,-1.0061,2.553
12.327971,-1.6279,-1.9123,-0.8613,2.655
12.337428,-2.0275,-1.7475,-0.6342,2.751
12.349409,-2.0647,-1.4098,-0.2949,2.517
12.366203,-1.7174,-0.9659,-0.0920,1.972
12.366827,-1.2126,-0.2244,-0.0512,1.234
12.367258,-0.8010,0.4432,-0.2471,0.948
12.374856,-0.5997,0.8767,-0.7588,1.305
12.382972,-0.2905,1.0331,-1.3928,1.758
12.390949,0.0392,1.1256,-2.0191,2.312
12.398469,0.5328,0.9700,-2.3013,2.554
12.406688,0.9101,0.4703,-1.9729,2.223
12.414574,1.1124,-0.1892,-1.0018,1.509
12.422432,1.2972,-0.7622,0.1679,1.514
12.430454,1.2773,-1.1410,0.8903,1.930
12.444087,0.9668,-1.2799,1.2353,2.025
12.456520,0.5314,-1.1789,1.0196,1.647
12.457033,0.3039,-1.0820,0.3495,1.177
12.462409,0.1842,-0.9128,-0.2889,0.975
12.470412,0.2650,-0.7433,-0.8194,1.138
12.478441,0.4702,-0.5378,-1.1701,1.371
12.486425,0.6605,-0.3564,-1.3086,1.509
12.494606,0.8139,-0.2856,-1.1196,1.413
12.503270,0.7231,-0.2149,-0.9621,1.223
12.510632,0.3537,-0.1637,-0.7710,0.864
12.518644,0.3540,-0.3089,-0.6148,0.774
12.526484,0.3855,-0.5831,-0.3592,0.786
12.536985,0.4338,-0.8284,-0.0937,0.940
12.543782,0.5027,-1.0924,0.1425,1.211
12.555646,0.5728,-1.3462,0.4107,1.520
12.560938,0.6394,-1.4867,0.6308,1.737
12.567143,0.6949,-1.5521,0.8151,1.886
12.577232,0.7363,-1.5255,0.9544,1.944
12.583012,0.7005,-1.3634,1.0512,1.859
12.591190,0.4814,-0.9797,1.1551,1.589
12.599175,0.1743,-0.5227,1.2314,1.349
12.607658,-0.0651,-0.1359,1.3409,1.349
12.615489,-0.3373,0.2883,1.4195,1.487
12.623415,-0.6088,0.7139,1.4611,1.736
12.631436,-1.0153,1.0946,1.3896,2.040
12.639894,-1.3876,1.3509,0.6009,2.028
12.662945,-0.9965,1.2847,-0.5282,1.710
12.664041,-0.1290,1.0937,-1.2657,1.678
12.664627,0.8213,0.8108,-1.3528,1.778
12.671063,1.2869,0.5953,-0.8174,1.637
12.679518,1.3805,0.4713,-0.2842,1.486
12.687219,1.3982,0.3553,0.1539,1.451
12.695119,1.5280,0.2917,0.1359,1.561
12.703462,1.8400,0.1261,-0.3309,1.874
12.711245,2.1415,-0.0337,-0.9052,2.325
12.719955,2.3554,-0.2117,-1.1817,2.644
12.726814,2.4846,-0.4276,-1.0374,2.726
12.736823,2.5491,-0.5498,-0.6266,2.682
12.748433,2.5418,-0.7244,0.2772,2.657
12.755964,2.0012,-0.6903,1.4816,2.584
12.766595,1.0730,-0.3391,2.7220,2.945
12.767502,0.5656,0.1760,3.2372,3.291
12.776841,0.6096,0.5634,2.7391,2.862
12.786854,0.7456,0.5832,1.3368,1.638
12.791278,0.7977,0.7477,-0.5612,1.229
12.799093,0.9035,1.4996,-1.9638,2.631
12.806937,0.3063,2.5961,-2.3938,3.545
12.814518,-1.1000,3.6999,-1.1642,4.032
12.822582,-2.2890,4.3799,0.6069,4.979
12.830588,-2.5382,4.2426,1.2808,5.107
12.839277,-1.3715,2.8129,0.1594,3.133
12.854510,0.5334,1.6085,-1.7468,2.434
12.855213,1.9917,1.3247,-3.1156,3.928
12.862610,2.0793,1.3472,-3.2208,4.063
12.871276,1.2012,1.2041,-2.2881,2.851
12.878799,0.5351,1.0533,-1.2371,1.711
12.887300,-0.0097,1.0034,-0.6199,1.180
12.895258,-0.8164,1.3384,-0.0491,1.569
12.903024,-1.6073,1.8241,0.3834,2.461
12.910693,-1.9525,2.3699,0.8618,3.189
12.920325,-2.1338,2.7673,1.4926,3.800
12.927469,-2.4740,3.3132,2.1469,4.659
12.940203,-2.9341,3.7607,2.4662,5.370
12.948193,-3.6748,4.0997,2.2447,5.946
12.957245,-4.3129,4.0013,1.8871,6.178
12.962100,-4.9067,3.6119,1.5211,6.280
12.968649,-5.1443,2.9580,1.1107,6.037
12.977760,-5.1700,2.2654,0.8477,5.708
12.986444,-4.8971,1.6084,0.7003,5.202
12.991035,-3.9020,0.7500,0.4223,3.996
12.999618,-3.1261,0.0439,0.1022,3.128
13.007105,-2.7565,-0.4389,-0.2097,2.799
13.015639,-2.4080,-0.8162,-0.3936,2.573
13.022973,-2.1847,-1.0692,-0.4451,2.473
13.032342,-1.9811,-1.2743,-0.4402,2.396
13.040104,-1.8621,-1.3886,-0.3552,2.350
13.047925,-1.8537,-1.4076,-0.2751,2.344
13.056289,-1.9876,-1.4624,-0.2041,2.476
13.063379,-2.0556,-1.6262,-0.3133,2.640
13.071226,-2.1976,-1.8053,-0.5462,2.896
13.079079,-2.3516,-1.9183,-0.8406,3.149
13.087013,-2.4963,-1.9367,-1.0542,3.331
13.095174,-2.5221,-1.8564,-1.1467,3.335
13.104232,-2.4339,-1.5128,-1.0240,3.043
13.112324,-2.2069,-1.0593,-0.6552,2.534
13.119233,-2.0014,-0.6615,-0.1813,2.116
13.127218,-2.0399,-0.4031,0.1191,2.083
13.136191,-2.2445,-0.3491,0.3223,2.294
13.147049,-2.5378,-0.5418,0.5034,2.643
13.160771,-2.6447,-0.7894,0.6277,2.831
13.161830,-2.4108,-1.0556,0.5573,2.690
13.167014,-2.0287,-1.2517,0.3139,2.404
13.176765,-1.5889,-1.3469,-0.0058,2.083
13.185502,-1.3088,-1.3943,-0.2414,1.927
13.193828,-1.0582,-1.2866,-0.4973,1.739
13.201928,-0.8444,-1.0629,-0.6260,1.495
13.206932,-0.9491,-0.8856,-0.6647,1.458
13.214912,-1.0511,-0.7853,-0.4690,1.393
13.222800,-0.9647,-0.6345,-0.1660,1.167
13.231929,-0.8060,-0.5295,0.0980,0.969
13.239141,-0.6524,-0.4515,0.2937,0.846
13.255393,-0.4569,-0.3885,0.4295,0.738
13.256292,-0.2746,-0.3023,0.6160,0.739
13.262883,-0.0821,-0.2667,0.7588,0.809
13.270854,0.1508,-0.3196,0.9542,1.018
13.278781,0.2798,-0.4754,1.0740,1.207
13.286955,0.3237,-0.6390,1.1616,1.365
13.295511,0.1949,-0.8035,1.1588,1.423
13.303472,0.0862,-0.9717,1.0612,1.441
13.311404,0.0075,-1.2018,0.8877,1.494
13.319460,-0.0686,-1.3806,0.7125,1.555
13.327156,-0.1677,-1.5205,0.4811,1.604
13.335796,-0.2553,-1.6091,0.2224,1.644
13.347187,-0.4359,-1.6795,-0.0581,1.736
13.351920,-0.5921,-1.6925,-0.2301,1.808
13.364544,-0.6769,-1.6188,-0.2853,1.778
13.370363,-0.7951,-1.5062,-0.2942,1.728
13.377531,-0.8338,-1.4148,-0.2893,1.667
13.385390,-0.7675,-1.3018,-0.2996,1.541
13.393644,-0.7142,-1.1579,-0.2737,1.388
13.402317,-0.6830,-0.9879,-0.2568,1.228
13.410589,-0.6512,-0.8425,-0.1986,1.083
13.418797,-0.5397,-0.7859,-0.0580,0.955
13.423495,-0.3968,-0.7604,0.0329,0.858
13.432171,-0.3360,-0.7684,0.1753,0.857
13.439451,-0.1711,-0.8003,0.4339,0.926
13.460614,-0.0411,-0.8178,0.6632,1.054
13.461344,0.0370,-0.8114,0.9499,1.250
13.463825,0.0302,-0.7910,1.2083,1.445
13.471096,-0.0742,-0.7422,1.5011,1.676
13.479833,-0.2096,-0.6748,1.8151,1.948
13.487193,-0.3214,-0.6343,2.1169,2.233
13.495149,-0.4577,-0.6327,2.4335,2.556
13.502907,-0.6562,-0.6710,2.6749,2.835
13.511158,-0.6873,-0.6627,2.8753,3.030
13.519226,-0.9647,-0.6998,2.8638,3.102
13.527170,-1.2937,-0.6403,2.9320,3.268
13.535104,-1.4769,-0.6113,3.0746,3.465
13.547259,-1.5820,-0.6504,3.1698,3.602
13.565663,-1.5095,-0.6837,3.1954,3.600
13.566738,-1.3393,-0.6660,3.2262,3.556
13.567263,-1.1560,-0.5441,3.3143,3.552
13.575420,-0.9711,-0.2395,3.3491,3.495
13.584108,-0.8361,0.0354,3.3598,3.462
13.593395,-0.6070,0.3884,3.3579,3.434
13.601933,-0.2765,0.6213,3.3421,3.411
13.609818,0.1593,0.7611,3.4711,3.557
13.618477,0.7622,0.8009,3.7867,3.945
13.626829,1.1977,1.5647,4.1242,4.571
13.630888,1.0975,3.3891,3.9144,5.293
13.639243,0.8805,4.6193,3.0607,5.611
13.647766,0.8948,5.7343,1.5523,6.008
13.665722,0.6889,6.9727,0.4516,7.021
13.666417,0.6801,7.8184,-0.5563,7.868
13.671543,0.3674,8.2211,-1.4106,8.349
13.678503,-0.8997,8.5630,-2.1127,8.866
13.686523,-2.1025,8.5047,-3.1028,9.294
13.694872,-3.2438,6.4320,-3.0618,7.827
13.702733,-2.5832,2.9829,-0.8697,4.041
13.711025,-1.1000,-0.0973,1.5067,1.868
13.720150,0.0695,-2.4895,2.8934,3.818
13.727244,-0.0655,-3.9401,2.5358,4.686
13.735635,-0.7122,-4.8472,1.2522,5.057
13.746176,-1.6003,-5.8408,-0.4159,6.070
13.762486,-2.4901,-6.4598,-2.0577,7.222
13.763252,-3.2167,-6.6174,-3.1171,7.991
13.767364,-3.5904,-6.4347,-3.8034,8.292
13.779423,-3.6982,-6.0155,-3.9239,8.078
13.782561,-3.9204,-5.2353,-3.9810,7.657
13.794085,-4.2178,-3.7452,-4.1708,7.015
13.799890,-4.6069,-1.9163,-4.5225,6.734
13.817178,-4.7634,-0.1726,-4.5938,6.620
13.819031,-4.9607,1.5024,-3.9254,6.502
13.827184,-4.6764,2.8861,-2.4461,6.015
13.830480,-3.8173,3.7160,-0.1404,5.329
13.838635,-2.8362,4.0262,1.2546,5.082
13.849766,-2.3616,3.6091,2.1421,4.816
13.854442,-2.2736,2.5532,2.0915,4.008
13.862502,-2.3816,1.5410,1.8927,3.410
13.870668,-2.1411,0.5058,1.3659,2.590
13.878644,-1.7684,-0.5421,0.2539,1.867
13.886570,-1.5685,-1.2511,-0.6400,2.106
13.895163,-1.2365,-1.7408,-1.6267,2.684
13.902939,-0.9598,-2.0110,-2.2312,3.153
13.910699,-0.8355,-2.0624,-2.3999,3.273
13.919037,-0.7560,-2.0328,-2.2592,3.132
13.927128,-0.6194,-1.8052,-1.8277,2.643
13.935051,-0.4809,-1.4692,-1.3246,2.036
13.946011,-0.4237,-0.7729,-0.6847,1.116
13.961504,-0.3324,-0.0608,-0.0483,0.341
13.962075,-0.2164,0.4472,0.5750,0.760
13.966865,0.1828,0.7183,0.9940,1.240
13.975207,0.6332,0.7149,1.1069,1.462
13.983449,1.0786,0.3722,0.9175,1.464
13.993152,1.4032,0.0089,0.4964,1.488
14.001564,1.5415,-0.3203,0.0426,1.575
14.009792,1.4392,-0.4938,-0.3974,1.573
14.017889,1.2317,-0.4878,-0.6958,1.496
14.023648,0.9680,-0.4195,-0.9043,1.390
14.031416,0.7765,-0.2842,-0.9620,1.269
14.039186,0.6171,-0.1559,-0.8687,1.077
14.055453,0.5336,-0.0370,-0.6724,0.859
14.056280,0.5816,0.0104,-0.4904,0.761
14.063299,0.5915,-0.0235,-0.3144,0.670
14.071303,0.6024,-0.1770,-0.1691,0.650
14.079615,0.7054,-0.3880,0.0466,0.806
14.087767,0.8928,-0.5706,0.2938,1.100
14.095854,1.1092,-0.6984,0.5138,1.408
14.103261,1.2271,-0.6947,0.6576,1.556
14.111116,1.2737,-0.5786,0.7671,1.595
14.119297,1.2134,-0.4603,0.8105,1.530
14.127223,1.0040,-0.2820,0.7933,1.310
14.135008,0.7853,-0.1299,0.7392,1.086
14.143248,0.6350,-0.0349,0.7149,0.957
14.154558,0.4451,-0.0066,0.7460,0.869
14.170017,0.3043,-0.0236,0.8345,0.889
14.170691,0.2858,-0.0044,0.9516,0.994
14.175389,0.2717,0.0484,0.9773,1.016
14.184421,0.3897,0.2545,0.8232,0.946
14.194032,0.5330,0.3265,0.4432,0.766
14.201486,0.6590,0.3360,0.0162,0.740
14.207250,0.7673,0.2729,-0.3167,0.874
14.215213,0.8231,0.2186,-0.4626,0.969
14.223421,0.7366,0.1440,-0.4306,0.865
14.231228,0.5597,0.0804,-0.2811,0.631
14.239567,0.4747,0.0517,-0.2281,0.529
14.247350,0.4726,0.1470,-0.2165,0.540
14.267522,0.6355,0.2825,-0.2221,0.730
14.268601,0.9128,0.4294,-0.1564,1.021
14.272587,1.1976,0.5856,-0.0610,1.334
14.279181,1.3656,0.7967,0.0531,1.582
14.287690,1.4179,0.8834,0.2800,1.694
14.295070,1.4125,0.9607,0.7304,1.858
14.303281,1.3287,1.0196,1.2678,2.101
14.311539,1.3607,1.0483,1.9361,2.588
14.318890,1.6395,1.0021,2.6004,3.233
14.326971,1.9398,0.8643,2.7930,3.509
14.335205,2.3090,0.8800,2.1947,3.305
14.342992,3.0721,1.5344,1.0168,3.581
14.355052,3.2264,2.4464,0.0012,4.049
14.373416,2.8497,3.4682,-0.0806,4.490
14.374498,2.5213,4.6185,0.9679,5.350
14.379038,2.5223,5.4864,1.7693,6.292
14.384763,2.5158,5.0278,0.7440,5.671
14.393269,2.8854,3.6981,-1.0485,4.806
14.402378,3.1494,2.3868,-2.6606,4.764
14.409260,2.6818,1.6130,-2.8449,4.229
14.418219,1.4050,0.8852,-1.5667,2.283
14.423112,0.1052,0.3358,-0.0148,0.352
14.431363,-0.5812,-0.0590,1.1049,1.250
14.439198,-0.6219,-0.1612,1.6853,1.804
14.447281,-0.6281,0.1146,2.2008,2.292
14.465316,-0.6921,0.5712,2.3568,2.522
14.466415,-0.7423,0.8329,2.0920,2.371
14.470769,-1.0113,1.0241,1.6428,2.184
14.478626,-1.5057,1.0192,0.9664,2.059
14.486479,-1.7336,1.1188,0.4404,2.110
14.494589,-2.0243,1.3060,-0.0440,2.409
14.502474,-2.5419,1.5330,-0.1644,2.973
14.510566,-3.0871,1.8215,-0.0699,3.585
14.518626,-3.5479,2.3949,0.2562,4.288
14.527018,-3.9094,3.0442,0.6831,5.002
14.534532,-3.6186,3.6447,1.3190,5.303
14.542435,-2.8591,3.7639,1.9105,5.098
14.550959,-1.8605,2.9007,1.8521,3.912
14.572108,-1.8822,1.4734,1.1270,2.643
14.573618,-1.2688,0.4800,0.4142,1.418
14.576957,-0.7367,0.0391,0.0941,0.744
14.582781,-0.6738,-0.4418,-0.1770,0.825
14.591181,-0.7983,-0.8087,-0.5924,1.281
14.599338,-1.6634,-1.4424,-0.9634,2.403
14.608205,-2.1551,-1.6797,-1.1338,2.958
14.616642,-2.4219,-1.9273,-1.2390,3.334
14.625611,-2.7190,-2.2054,-1.1723,3.692
14.631395,-2.9624,-2.4222,-1.1967,4.009
14.639238,-3.1505,-2.3727,-1.1689,4.114
14.648128,-3.3391,-2.2282,-1.1921,4.188
14.663957,-3.2173,-1.9130,-1.1411,3.913
14.664519,-2.7065,-1.6103,-1.0131,3.308
14.671740,-2.0228,-1.2860,-0.6105,2.474
14.679607,-1.2481,-1.2011,-0.2854,1.756
14.687270,-0.6276,-1.1267,-0.1543,1.299
14.695406,-0.0624,-0.8756,-0.1787,0.896
14.703111,0.4111,-0.8023,-0.4091,0.990
14.711140,0.6452,-0.6699,-0.7776,1.212
14.719183,0.0949,-0.9880,-1.2297,1.580
14.727194,-0.6775,-1.7053,-1.5314,2.390
14.735178,-1.3158,-2.5171,-1.7124,3.317
14.743048,-2.0996,-2.9840,-1.6792,4.016
14.755062,-2.7339,-3.4602,-1.5934,4.689
14.760376,-3.0779,-3.9774,-1.5812,5.272
14.771479,-3.2766,-4.4141,-1.4694,5.690
14.776998,-3.3026,-4.7158,-1.2229,5.886
14.782907,-3.1349,-4.8001,-0.9136,5.805
14.790852,-2.9120,-4.7853,-0.5858,5.632
14.799734,-2.5862,-4.5674,-0.2227,5.254
14.808061,-2.3206,-4.1921,0.1529,4.794
14.816603,-2.1191,-3.6297,0.3750,4.220
14.825138,-2.0474,-2.7469,0.5062,3.463
14.830594,-2.0121,-1.4982,0.6912,2.602
14.839884,-1.9385,-0.1776,0.9253,2.155
14.847096,-1.8029,1.6884,1.2309,2.760
14.855540,-1.5942,3.5340,1.1990,4.058
14.864724,-1.4109,5.1030,1.3864,5.473
14.870532,-0.9341,6.0481,1.6214,6.331
14.879374,0.1525,6.1258,1.8570,6.403
14.887312,1.7089,5.5433,2.4586,6.300
14.894830,4.0204,4.2981,3.8283,7.021
14.903464,6.3180,2.9461,5.3814,8.807
14.910931,7.8175,1.8282,6.0015,10.024
14.919164,8.0504,1.0989,5.5071,9.815
14.927124,5.6441,1.3304,3.9557,7.020
14.935414,2.9170,2.0557,2.7534,4.507
14.943423,0.2255,2.3157,2.4030,3.345
14.955410,-1.6569,1.9602,2.4944,3.579
14.970998,-2.4067,0.8987,2.6191,3.669
14.971927,-2.1646,-0.4408,2.8803,3.630
14.976047,-2.0540,-1.6303,3.1083,4.067
14.983081,-2.4256,-1.9798,2.9068,4.272
14.991527,-2.8075,-1.7220,2.3992,4.075
15.000688,-1.9090,-0.0495,1.0129,2.162
15.009438,-1.0983,3.4053,-0.4380,3.605
15.017827,-0.8139,7.2708,-2.1690,7.631
15.026061,-1.3832,9.9799,-3.0871,10.538
15.035655,-2.5447,9.7767,-3.5059,10.693
15.040220,-3.3528,7.6344,-3.2176,8.937
15.047746,-2.5429,3.6054,-1.6420,4.708
15.055204,-0.3720,-0.5868,-0.0510,0.697
15.068133,3.2350,-3.5934,-0.8242,4.905
15.072905,5.2421,-4.7597,-1.6006,7.259
15.079459,3.9530,-5.4738,-0.7179,6.790
15.086948,1.3804,-5.7029,-0.5732,5.896
15.095320,-0.9485,-5.6202,-2.0632,6.062
15.102668,-3.1066,-4.3499,-3.8736,6.601
15.111286,-3.8206,-2.4288,-5.5669,7.175
15.119371,-4.2495,-0.4386,-6.7812,8.015
15.126979,-4.7209,1.4030,-6.9112,8.486
15.134964,-5.2629,3.0261,-6.5876,8.958
15.143252,-5.6668,3.8090,-5.9643,9.066
15.153114,-5.9036,4.0926,-4.9814,8.742
15.159952,-5.7666,3.7307,-3.6028,7.756
15.169832,-4.7667,2.9240,-2.2896,6.043
15.174668,-3.4285,1.9940,-1.0661,4.107
15.182895,-1.8502,0.7895,0.3553,2.043
15.193345,-0.6223,-0.0838,1.2464,1.396
15.200605,0.2288,-0.6920,0.8796,1.142
15.209082,-0.0365,-0.8257,0.0280,0.827
15.215227,-0.6612,-0.6879,-0.7330,1.203
15.223379,-1.1379,-0.2957,-1.1026,1.612
15.231471,-1.4201,-0.1444,-1.1751,1.849
15.239337,-1.7174,-0.1576,-0.9920,1.990
15.247857,-1.8097,-0.3450,-0.5555,1.924
15.255514,-1.5874,-0.6586,-0.2489,1.737
15.271301,-1.1017,-0.9284,0.0134,1.441
15.272090,-0.3470,-1.1475,0.1477,1.208
15.280037,0.4678,-1.1509,0.0370,1.243
15.287541,0.8889,-0.8914,-0.4137,1.325
15.295342,1.0829,-0.5936,-1.2793,1.778
15.303539,0.8390,-0.2118,-2.1442,2.312
15.311282,0.7009,-0.0423,-2.7995,2.886
15.319449,0.6456,-0.1253,-3.0309,3.101
15.326947,0.5861,-0.2952,-2.4681,2.554
15.335031,0.5262,-0.5668,-1.2617,1.480
15.343163,0.5278,-0.7797,-0.2927,0.986
15.354345,0.3633,-0.8002,0.5553,1.040
15.369418,0.4756,-0.7220,0.9836,1.310
15.369949,0.6906,-0.5330,1.1348,1.431
15.375047,0.5308,-0.1546,0.7732,0.951
15.382917,0.3282,0.0134,0.2681,0.424
15.391867,0.0527,0.2129,-0.2167,0.308
15.401091,-0.1219,0.3722,-0.5849,0.704
15.409081,-0.0773,0.1633,-0.7418,0.764
15.418011,0.1058,0.1248,-0.7336,0.752
15.425991,0.1139,-0.0092,-0.6606,0.670
15.434029,0.0958,-0.2676,-0.6087,0.672
15.442544,0.1495,-0.3871,-0.6734,0.791
15.447075,0.1806,-0.4994,-0.7353,0.907
15.455491,-0.0082,-0.7266,-0.6933,1.004
15.467741,-0.1964,-0.8867,-0.5327,1.053
15.480476,-0.2960,-1.1522,-0.3695,1.246
15.481062,-0.2355,-1.3289,-0.1514,1.358
15.486684,-0.1031,-1.5102,-0.0008,1.514
15.494841,-0.0047,-1.5406,0.1323,1.546
15.502697,-0.0231,-1.5181,0.2039,1.532
15.511417,0.0165,-1.2679,0.1785,1.281
15.518746,0.1031,-0.9289,-0.0026,0.935
15.526975,0.2550,-0.5033,-0.3677,0.673
15.535018,0.3682,-0.2427,-0.7323,0.855
15.543346,0.3458,-0.0608,-0.9775,1.039
15.556161,0.3098,0.0710,-1.1643,1.207
15.575058,0.2284,0.1526,-1.1746,1.206
15.576213,0.1261,0.2271,-1.0295,1.062
15.576970,-0.0278,0.2490,-0.7914,0.830
15.583050,-0.0257,0.1729,-0.5836,0.609
15.592229,-0.0220,0.0180,-0.4212,0.422
15.598759,0.0795,-0.0841,-0.3660,0.384
15.608379,0.2617,-0.1259,-0.4315,0.520
15.615517,0.5887,-0.0190,-0.5317,0.793
15.624579,0.8925,0.2077,-0.6868,1.145
15.630563,1.1291,0.4369,-0.5610,1.334
15.638692,1.2323,0.6348,-0.2414,1.407
15.646498,1.4135,0.6696,0.3975,1.614
15.655259,1.7087,0.7043,1.2273,2.219
15.666317,2.0238,0.7269,1.6455,2.708
15.670960,2.1128,0.7063,1.0697,2.471
15.678464,1.8819,0.9845,-0.3777,2.157
15.686398,1.6531,1.5481,-1.9017,2.957
15.694534,1.5620,1.9733,-2.7990,3.764
15.702558,1.5496,2.4800,-2.8986,4.117
15.710777,1.6365,2.9984,-1.8771,3.898
15.718851,1.9348,3.2497,-0.1920,3.787
15.728369,2.3367,3.2371,1.3339,4.209
15.734727,2.3770,2.6482,1.9315,4.049
15.742629,2.6008,2.2134,1.6322,3.785
15.751116,2.8050,2.2391,0.7353,3.664
15.759122,2.7112,2.5928,-0.3992,3.773
15.770006,2.4804,2.5270,-1.3894,3.804
15.787149,1.8082,2.0514,-1.8241,3.287
15.788041,0.7902,1.4558,-1.3320,2.126
15.791721,-0.0770,1.0743,-0.6820,1.275
15.801955,-0.9370,0.7882,-0.0990,1.228
15.807433,-1.6240,0.7013,0.3160,1.797
15.816876,-2.0029,0.6803,0.6404,2.210
15.824410,-2.0684,0.8095,0.9563,2.418
15.830605,-2.0732,1.0960,1.1023,2.591
15.838744,-1.9786,1.4554,1.0601,2.675
15.847695,-1.8695,1.8012,0.9832,2.776
15.855781,-1.9131,2.0558,0.8517,2.935
15.865801,-2.2507,2.0669,0.5906,3.112
15.871077,-2.6183,1.8220,0.4035,3.215
15.878987,-2.8680,1.5780,0.0096,3.274
15.886985,-3.2230,1.4214,-0.5030,3.558
15.895663,-3.5104,1.1070,-1.0521,3.828
15.903025,-3.6261,0.5712,-1.6062,4.007
15.911414,-2.7942,0.2461,-1.8839,3.379
15.919252,-1.5280,0.0489,-2.1094,2.605
15.927624,-0.5562,-0.1432,-2.2599,2.332
15.935360,-0.0150,-0.4195,-2.2159,2.255
15.943315,0.0706,-0.8047,-2.2021,2.346
15.950982,-0.2854,-1.2013,-2.1458,2.476
15.963520,-0.7636,-1.3999,-2.0956,2.633
15.979947,-1.2751,-1.5428,-2.0062,2.834
15.980964,-1.6272,-1.6105,-1.8001,2.912
15.984886,-1.8824,-1.5904,-1.5564,2.915
15.991839,-1.9915,-1.5141,-1.3241,2.831
16.000769,-2.1111,-1.4229,-1.0848,2.767
16.008192,-2.1444,-1.1834,-0.8004,2.577
16.020033,-2.1211,-0.9562,-0.5015,2.380
16.025651,-2.0624,-0.5667,-0.2497,2.153
16.031192,-2.0307,-0.2140,-0.0926,2.044
16.039063,-1.9171,0.1707,-0.0563,1.926
16.046982,-1.9790,0.4186,-0.0608,2.024
16.059766,-2.2575,0.5486,-0.0779,2.325
16.072248,-2.6010,0.4377,-0.2766,2.652
16.073237,-3.0069,0.2681,-0.5737,3.073
16.079053,-3.2546,0.0014,-0.8894,3.374
16.086539,-3.2145,-0.2710,-1.3412,3.494
16.094921,-2.7666,-0.5274,-1.6583,3.268
16.102697,-2.1334,-0.8429,-1.9475,3.009
16.111420,-1.6093,-1.1187,-1.9914,2.794
16.119505,-1.2287,-1.2782,-1.8205,2.541
16.128448,-0.9782,-1.3790,-1.4994,2.260
16.134852,-0.9377,-1.4054,-1.1835,2.063
16.142746,-1.0913,-1.3293,-0.9430,1.961
16.151204,-1.3541,-1.1746,-0.7174,1.931
16.161016,-1.6039,-1.0250,-0.4818,1.963
16.176018,-1.7933,-0.7749,-0.2798,1.973
16.176800,-1.8782,-0.4649,-0.0461,1.935
16.183115,-1.7814,-0.1383,0.1780,1.796
16.191175,-1.6629,0.1949,0.2889,1.699
16.199855,-1.3718,0.4844,0.3867,1.505
16.209201,-1.0887,0.7516,0.4339,1.392
16.217046,-1.0036,0.9013,0.4277,1.415
16.226018,-0.8978,0.8933,0.4122,1.332
16.233822,-0.6134,0.7860,0.6297,1.179
16.239025,-0.2515,0.5874,0.9616,1.154
16.247066,0.0600,0.3712,1.2933,1.347
16.255221,0.0367,0.2256,1.5023,1.520
16.266850,0.1128,0.1985,1.6205,1.637
16.272432,0.2907,0.3185,1.7245,1.778
16.279119,0.4724,0.4300,1.7085,1.824
16.286660,0.5615,0.5367,1.5416,1.726
16.294652,0.4095,0.5543,1.1864,1.372
16.302498,0.2508,0.5686,0.6405,0.892
16.310968,0.0281,0.6037,-0.2261,0.645
16.318996,-0.2516,0.6912,-1.0042,1.245
16.327174,-0.5298,0.7914,-1.3353,1.640
16.335027,-0.9571,0.7382,-1.2425,1.733
16.342976,-1.2204,0.5815,-0.8391,1.591
16.351177,-1.3065,0.3427,-0.2428,1.372
16.362525,-1.2691,-0.0146,0.2210,1.288
16.382936,-1.4388,-0.3624,0.4682,1.556
16.384124,-1.6191,-0.6108,0.5743,1.823
16.384567,-1.7982,-0.7093,0.6119,2.028
16.391734,-1.7746,-0.6935,0.5739,1.990
16.400744,-1.5845,-0.7376,0.5510,1.833
16.408970,-1.2803,-0.8486,0.5667,1.637
16.417554,-0.8319,-1.0068,0.6569,1.462
16.425696,-0.3823,-1.1863,0.7283,1.444
16.433727,-0.1604,-1.2303,0.5779,1.369
16.439556,-0.0224,-1.3747,0.2145,1.392
16.447750,0.0725,-1.4390,-0.2122,1.456
16.455333,0.3735,-1.4985,-0.5925,1.654
16.467757,0.5549,-1.5307,-0.9082,1.864
16.479569,0.9606,-1.6976,-1.2115,2.296
16.480363,1.2331,-1.7183,-1.4499,2.564
16.487061,1.3998,-1.7221,-1.5799,2.724
16.494678,1.0292,-1.5443,-1.3756,2.310
16.502749,0.2212,-1.2379,-0.8749,1.532
16.510461,-0.6444,-0.9089,-0.1910,1.130
16.518405,-1.1383,-0.6282,0.4974,1.392
16.526400,-1.2491,-0.4484,1.0575,1.697
16.534516,-1.0310,-0.3862,1.4006,1.781
16.542515,-0.6995,-0.4537,1.5501,1.760
16.551002,-0.2871,-0.7179,1.6416,1.815
16.560610,-0.0970,-0.8052,1.6440,1.833
16.574173,-0.2497,0.3065,1.5110,1.562
