time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
31.038735,-1.8971,0.2481,-0.0577,1.914
31.049206,-1.8030,0.1972,0.0963,1.816
31.064389,-1.6137,0.0398,0.0454,1.615
31.064999,-1.4626,-0.0902,-0.2224,1.482
31.071103,-1.4255,-0.1860,-0.6037,1.559
31.082106,-1.4154,-0.2256,-0.9641,1.727
31.089890,-1.5009,-0.3043,-1.1734,1.929
31.095433,-1.6109,-0.3950,-1.2233,2.061
31.104292,-1.7672,-0.5525,-1.1003,2.154
31.111118,-1.7440,-0.9223,-0.7412,2.107
31.119333,-1.6188,-1.3565,-0.1560,2.118
31.127344,-1.4270,-1.7079,0.3825,2.258
31.135517,-1.2583,-1.9485,0.8144,2.458
31.143198,-1.0743,-1.9821,1.0414,2.483
31.160127,-0.8811,-1.9140,1.0928,2.374
31.161053,-0.8708,-1.7015,0.9344,2.128
31.166736,-0.9341,-1.4973,0.6235,1.872
31.174935,-0.9938,-1.3138,0.2539,1.667
31.183064,-1.0092,-1.2039,-0.1279,1.576
31.191496,-1.0296,-1.1084,-0.4527,1.579
31.199310,-1.0209,-0.9935,-0.7064,1.590
31.206697,-1.0498,-0.8529,-0.9097,1.630
31.215332,-1.0346,-0.6217,-1.0059,1.571
31.222941,-1.0087,-0.3711,-1.0157,1.479
31.231685,-0.9412,-0.1823,-0.9755,1.368
31.239481,-0.8485,-0.0765,-0.8389,1.196
31.248837,-0.6474,-0.0053,-0.6642,0.928
31.259544,-0.3866,0.0748,-0.3399,0.520
31.276419,0.0332,0.0642,0.1248,0.144
31.277292,0.3901,0.1354,0.6754,0.792
31.282269,1.0042,0.1583,1.2432,1.606
31.289960,1.7485,0.2045,1.7690,2.496
31.298025,2.4361,0.3180,2.0840,3.222
31.303277,3.2743,0.4746,2.1786,3.961
31.311138,3.9796,0.6391,1.9863,4.493
31.319978,4.5755,0.6639,1.5068,4.863
31.327668,4.9716,0.4439,0.9189,5.075
31.335683,5.1153,-0.0016,0.2297,5.120
31.343672,4.9643,-0.5258,-0.3673,5.006
31.351667,4.1822,-1.0091,-1.0053,4.418
31.370278,2.8739,-1.3142,-1.1331,3.357
31.371161,1.5752,-1.5132,-0.9572,2.385
31.375182,0.5866,-1.7320,-0.6462,1.940
31.383368,-0.1415,-1.9321,-0.2094,1.949
31.391290,-0.5670,-2.0779,0.3757,2.186
31.399041,-0.8177,-2.1172,0.8578,2.426
31.407134,-0.4812,0.1247,1.4288,1.513
31.415056,0.3063,3.3415,1.7002,3.762
31.424015,0.2266,4.9533,0.8548,5.032
31.431699,-0.4360,5.8915,-0.0245,5.908
31.440446,-1.6771,6.7851,-0.0845,6.990
31.448259,-2.7581,7.4929,-0.0220,7.984
31.459555,-4.1304,8.4060,-0.5826,9.384
31.464227,-5.0530,10.6742,-5.3571,12.968
31.475770,-7.2251,17.5250,-14.4430,23.831
31.482024,-7.5327,12.9260,-3.0255,15.264
31.486295,-4.4326,7.5635,8.8938,12.488
31.494440,-0.1945,3.4767,17.2142,17.563
31.502986,0.9695,0.8934,14.3443,14.405
31.510345,-0.1052,-0.9075,8.8647,8.912
31.518537,-0.9584,-2.9121,3.0224,4.305
31.526750,-1.5071,-5.0063,-0.6786,5.272
31.534574,-1.5595,-6.6714,-3.0664,7.506
31.542480,-0.9874,-8.0472,-5.4531,9.771
31.551680,-0.6169,-8.4893,-5.7844,10.291
31.562718,-0.6108,-8.6401,-6.5680,10.870
31.566956,-0.8159,-8.5127,-8.2155,11.859
31.574461,-1.2817,-7.7131,-9.7552,12.502
31.582698,-2.2452,-5.9324,-8.9096,10.937
31.591009,-2.9168,-4.2164,-6.9985,8.676
31.598903,-3.1327,-2.8580,-5.2729,6.767
31.607401,-3.0909,-1.3765,-3.5286,4.889
31.615186,-2.8879,0.3736,-2.1036,3.592
31.623326,-2.7998,2.3840,-0.0993,3.679
31.632124,-2.7714,4.2606,1.3411,5.257
31.640719,-2.8817,5.5569,2.4025,6.705
31.647847,-3.1132,6.0319,2.7950,7.341
31.660514,-3.2428,5.7532,2.7751,7.164
31.663859,-2.7627,4.2565,2.2237,5.540
31.678244,-1.8730,2.5419,1.5064,3.498
31.679169,-1.2530,1.0817,1.1457,2.013
31.687250,-0.7980,-0.0507,1.0346,1.308
31.695107,-0.3385,-0.9600,1.3307,1.675
31.703134,0.0872,-1.8895,1.6866,2.534
31.711666,0.3194,-2.5516,1.4492,2.952
31.719944,0.6317,-2.8574,0.5417,2.976
31.727321,0.7246,-2.8927,-0.1941,2.988
31.736188,0.9922,-2.6859,-1.3748,3.176
31.743537,1.1274,-1.7516,-3.7364,4.278
31.751773,0.7229,-0.5131,-4.7327,4.815
31.777241,0.1092,0.6620,-4.4852,4.535
31.778374,-0.2473,1.1698,-3.4436,3.645
31.779002,-0.2585,1.0564,-1.6405,1.968
31.783712,-0.2778,0.7249,0.1750,0.796
31.791281,-0.2000,0.3077,1.3533,1.402
31.799149,-0.1500,-0.0299,1.6708,1.678
31.806974,0.1328,-0.3836,1.2938,1.356
31.815104,0.5172,-0.4567,0.3177,0.760
31.823474,0.7644,-0.4267,-0.7897,1.179
31.832621,0.3171,-0.4472,-1.6999,1.786
31.840234,-0.1114,-0.3938,-2.2645,2.301
31.848987,-0.4361,-0.3527,-2.4712,2.534
31.860118,-0.6614,-0.3498,-2.5011,2.611
31.880680,-0.5795,-0.4545,-2.2447,2.362
31.881411,-0.3160,-0.6235,-1.8751,2.001
31.881887,-0.0422,-0.7515,-1.4523,1.636
31.887354,0.0549,-0.7860,-1.0477,1.311
31.895452,-0.0100,-0.7150,-0.7167,1.012
31.903423,-0.2168,-0.3279,-0.5282,0.658
31.911131,-0.6104,0.3109,-0.4933,0.844
31.919192,-1.1452,0.8397,-0.5117,1.509
31.927016,-1.6665,0.9834,-0.3782,1.972
31.935239,-1.9226,0.7876,-0.1191,2.081
31.943502,-1.9990,0.4032,0.1660,2.046
31.951531,-2.0105,0.0217,0.3018,2.033
31.970015,-2.0416,-0.3786,0.3727,2.110
31.970482,-2.0732,-0.7806,0.6250,2.302
31.976250,-2.2387,-1.0623,0.7241,2.582
31.982888,-2.3537,-1.1016,0.4879,2.644
31.993911,-2.5734,-0.8794,-0.0177,2.720
31.999613,-2.8460,-0.4609,-0.5765,2.940
32.006783,-2.7935,-0.0261,-1.0934,3.000
32.015838,-2.3628,0.3145,-1.2503,2.692
32.023315,-1.9416,0.4137,-1.1028,2.271
32.030944,-1.6831,0.3388,-0.8568,1.919
32.038995,-1.3343,0.2858,-0.6447,1.509
32.047201,-0.8647,0.2678,-0.5193,1.044
32.058090,-0.2875,0.2445,-0.4996,0.626
32.063802,0.2286,0.1564,-0.5038,0.575
32.074599,0.6935,0.0806,-0.5003,0.859
32.079393,1.1223,0.0318,-0.4729,1.218
32.088692,1.5156,-0.0308,-0.2823,1.542
32.095468,1.7898,-0.1285,0.0314,1.795
32.103426,2.1102,-0.2186,0.3579,2.151
32.111292,2.2360,-0.3058,0.7192,2.369
32.119199,2.1559,-0.3541,0.9394,2.378
32.127013,1.8846,-0.2536,0.9954,2.146
32.136462,1.2610,-0.0858,0.7128,1.451
32.144220,0.7010,0.0654,0.1586,0.722
32.152625,0.4737,0.1113,-0.3398,0.594
32.169097,0.6061,0.0541,-0.7246,0.946
32.169689,0.7201,-0.0563,-0.7819,1.064
32.175047,0.7834,-0.2204,-0.6316,1.030
32.182695,0.8060,-0.3564,-0.3953,0.966
32.191505,0.7292,-0.4333,-0.1823,0.868
32.199205,0.6399,-0.4865,-0.0545,0.806
32.207219,0.4684,-0.4871,0.0303,0.676
32.214797,0.3670,-0.3558,0.0999,0.521
32.222912,0.3279,-0.1572,0.0874,0.374
32.231419,0.2739,0.0035,0.1060,0.294
32.241066,0.2128,0.1691,0.1786,0.325
32.248130,0.1310,0.2224,0.2907,0.389
32.260083,0.0360,0.2374,0.4705,0.528
32.282970,-0.0527,0.2357,0.6366,0.681
32.283915,-0.1363,0.1552,0.7901,0.817
32.284320,-0.2006,0.0725,0.8162,0.844
32.292302,-0.1849,-0.0361,0.6395,0.667
32.295015,-0.1524,-0.0942,0.3830,0.423
32.303095,-0.1054,-0.1331,0.1918,0.256
32.310993,-0.0762,-0.1361,0.0549,0.165
32.319182,0.1663,-0.1776,0.0045,0.243
32.327739,0.5994,-0.2244,0.0610,0.643
32.334755,0.9058,-0.2069,0.2101,0.953
32.343244,1.0556,-0.1444,0.3677,1.127
32.351992,1.0941,-0.0918,0.5016,1.207
32.369514,1.0065,-0.0250,0.5335,1.139
32.370129,1.0750,-0.0252,0.4429,1.163
32.374880,1.1803,-0.0181,0.2830,1.214
32.383471,1.3136,0.0057,0.1246,1.320
32.391702,1.3866,0.0558,0.0419,1.388
32.399362,1.4284,0.0386,0.0386,1.429
32.407082,1.4462,-0.0411,0.1030,1.450
32.415021,1.3730,-0.0729,-0.0589,1.376
32.423626,1.3552,0.1192,-0.3497,1.405
32.431933,1.4457,0.6971,-0.5598,1.700
32.440851,1.4761,1.4307,-0.6882,2.168
32.447993,1.2894,1.9512,-0.7380,2.452
32.460233,0.9563,2.2512,-0.5848,2.515
32.467895,0.9251,2.2685,-0.4259,2.487
32.477594,1.0771,2.1948,-0.4633,2.488
32.482810,1.2996,2.0588,-0.6825,2.528
32.488615,1.5355,1.8843,-0.9213,2.599
32.495342,1.7048,1.6424,-0.9997,2.570
32.503126,1.7930,1.3498,-0.8534,2.401
32.511172,1.7552,1.0016,-0.3898,2.058
32.519373,1.7180,0.6697,0.1966,1.854
32.527510,1.6548,0.4070,0.9437,1.948
32.535100,1.5949,0.1922,1.5513,2.233
32.542680,1.4662,0.0688,2.2080,2.651
32.552884,1.3713,-0.1285,2.4689,2.827
32.571109,1.2406,-0.4143,2.2388,2.593
32.571734,0.9716,-0.5353,1.5583,1.913
32.575446,0.6235,-0.6102,0.5782,1.047
32.582928,0.1018,-0.6942,-0.1211,0.712
32.592109,-0.5943,-0.7927,-0.1907,1.009
32.599274,-1.1260,-0.8176,0.0305,1.392
32.607042,-1.4519,-0.7435,0.3457,1.667
32.616245,-1.5653,-0.6266,0.5336,1.768
32.623986,-1.6607,-0.4010,0.5681,1.800
32.632692,-1.7226,-0.0689,0.4336,1.778
32.641319,-1.7052,0.3527,0.3029,1.767
32.648845,-1.7685,0.9542,0.1494,2.015
32.660541,-1.9952,1.6350,-0.0141,2.580
32.679520,-2.4501,2.3569,-0.1658,3.404
32.680511,-2.9223,2.7781,-0.0931,4.033
32.680883,-3.1333,2.9998,0.3833,4.355
32.686958,-2.7583,3.2853,0.8451,4.372
32.694847,-2.2839,3.7845,1.1503,4.567
32.702609,-1.8963,4.1605,1.1202,4.707
32.711905,-1.1807,4.2379,1.0011,4.512
32.720664,-0.5717,3.8269,0.6192,3.919
32.726649,-0.0433,3.1127,0.1280,3.116
32.734388,0.1185,2.1867,-0.6956,2.298
32.742605,-0.3082,1.2589,-1.3701,1.886
32.751709,-0.8513,0.5295,-1.6529,1.933
32.762196,-1.2204,-0.1299,-1.6672,2.070
32.766991,-1.4534,-0.4487,-1.5580,2.177
32.774935,-1.7073,-0.5445,-1.4182,2.285
32.783408,-1.9931,-0.4647,-1.2205,2.383
32.790972,-2.2084,-0.3791,-1.0215,2.463
32.799086,-2.1129,-0.2961,-0.8700,2.304
32.807222,-1.5807,-0.1257,-0.7029,1.734
32.815030,-0.7885,-0.0438,-0.7500,1.089
32.823173,-0.2771,-0.0043,-0.7391,0.789
32.831559,0.3014,-0.0751,-0.7797,0.839
32.840936,0.7293,-0.0617,-0.8185,1.098
32.847936,0.9959,-0.3052,-0.6996,1.255
32.856414,0.9429,-0.5719,-0.5369,1.227
32.868782,0.4903,-0.9324,-0.2555,1.084
32.888236,0.2364,-1.6044,0.0222,1.622
32.889009,-0.4398,-1.8504,-0.0462,1.903
32.889388,-0.9214,-2.0465,-0.3498,2.271
32.895779,-1.2746,-2.1360,-0.7243,2.591
32.903202,-1.4625,-2.1032,-1.0397,2.765
32.911663,-1.5333,-1.9547,-1.3122,2.810
32.919629,-1.6338,-1.7484,-1.5139,2.832
32.927784,-1.7357,-1.7040,-1.5150,2.866
32.935452,-1.8840,-1.6001,-1.3577,2.820
32.943385,-1.9798,-1.5272,-1.1905,2.769
32.951725,-2.0162,-1.4938,-1.0142,2.706
32.964377,-1.9140,-1.4652,-0.7605,2.528
32.969044,-1.6567,-1.3911,-0.5803,2.240
32.975176,-1.4232,-1.2888,-0.3533,1.952
32.986089,-1.2604,-1.1381,-0.1645,1.706
32.991725,-1.1299,-0.9708,-0.0028,1.490
32.999404,-1.0457,-0.8266,0.1119,1.338
33.007119,-0.9102,-0.6767,0.2085,1.153
33.014740,-0.7185,-0.5478,0.3029,0.953
33.023301,-0.6265,-0.4802,0.2671,0.833
33.033208,-0.6143,-0.5131,0.1053,0.807
33.038653,-0.6722,-0.6241,-0.0650,0.920
33.046651,-0.7188,-0.8490,-0.1871,1.128
33.056391,-0.7661,-1.0291,-0.2342,1.304
33.071532,-0.8258,-1.1809,-0.2095,1.456
33.072170,-0.9392,-1.2591,-0.1020,1.574
33.079187,-1.0593,-1.2541,0.0839,1.644
33.087742,-1.0636,-1.1924,0.2221,1.613
33.096902,-1.0257,-1.0474,0.3635,1.510
33.104821,-0.9381,-0.9078,0.4703,1.388
33.110911,-0.8571,-0.7518,0.5856,1.282
33.118669,-0.7973,-0.6605,0.7092,1.255
33.127456,-0.7021,-0.5956,0.8224,1.235
33.135130,-0.6194,-0.5616,0.9750,1.284
33.143074,-0.6039,-0.5373,1.1479,1.404
33.151229,-0.6052,-0.5415,1.3311,1.559
33.159496,-0.6517,-0.5217,1.4865,1.705
33.176241,-0.7262,-0.4950,1.6669,1.884
33.177079,-0.8669,-0.3987,1.7661,2.007
33.182955,-0.9785,-0.2185,1.8322,2.089
33.191200,-1.0708,-0.0091,1.8762,2.160
33.199423,-1.0833,0.1770,1.8292,2.133
33.206771,-1.0166,0.3115,1.7432,2.042
33.214946,-0.8881,0.4183,1.6446,1.915
33.223218,-0.6884,0.4975,1.5569,1.774
33.231387,-0.4026,0.4962,1.4036,1.542
33.239280,-0.0699,0.4314,1.2897,1.362
33.247337,0.1607,0.2647,1.1976,1.237
33.259806,0.4475,0.0942,1.1240,1.213
33.277160,0.8892,-0.2286,1.0684,1.409
33.278257,1.2501,-0.5817,1.1027,1.766
33.282383,1.5669,-0.9078,1.1094,2.124
33.289188,1.9715,-1.2575,0.9549,2.526
33.301298,2.3843,-1.5239,0.6536,2.904
33.305017,2.5375,-1.6953,0.6498,3.120
33.311399,2.4490,-1.0941,0.8111,2.802
33.319185,1.8855,1.4349,1.0001,2.572
33.327076,1.5706,3.5718,0.3887,3.921
33.334842,0.9876,6.1903,-0.6629,6.304
33.343497,0.1221,8.8694,-1.5296,9.001
33.351683,-0.9004,11.1535,-1.8782,11.346
33.360069,-3.4136,12.3359,-0.5048,12.809
33.379338,-6.6233,10.6833,2.3715,12.792
33.380565,-7.7604,7.5470,3.6029,11.409
33.383404,-7.0815,4.2478,2.5584,8.645
33.391015,-4.7697,1.8020,1.4328,5.296
33.399198,-2.4070,-0.3596,1.9343,3.109
33.407152,0.3892,-1.7751,2.6525,3.215
33.414911,2.4256,-3.0543,2.8093,4.807
33.422687,2.9841,-4.1001,1.7162,5.354
33.431328,2.7204,-4.8015,-0.6403,5.556
33.439612,1.9377,-5.2333,-3.2594,6.463
33.446882,0.6560,-5.2906,-5.2705,7.497
33.457615,-0.2252,-4.8305,-6.0479,7.744
33.474690,-1.0770,-4.3475,-6.0022,7.489
33.475486,-1.7779,-3.8815,-5.1469,6.687
33.479545,-2.4794,-3.6962,-3.7726,5.835
33.486598,-3.1724,-3.3578,-2.3221,5.170
33.495838,-3.7809,-2.5985,-0.8956,4.674
33.505904,-3.9962,-1.6693,0.1526,4.334
33.511448,-3.5441,-0.1447,0.9855,3.681
33.519182,-2.9654,1.5725,1.5317,3.690
33.527385,-2.1221,2.8279,1.9619,4.043
33.536286,-1.1409,3.3616,1.5572,3.877
33.544050,-0.5946,3.3982,0.5623,3.495
33.551257,-0.3129,2.9244,-0.4037,2.969
33.559381,-0.4451,2.0074,-1.2897,2.427
33.578830,-0.8625,1.0904,-1.8127,2.284
33.579929,-1.3411,0.2794,-2.2016,2.593
33.584103,-1.7921,-0.3272,-2.4284,3.036
33.591508,-1.9952,-0.7796,-2.5022,3.294
33.599397,-1.9271,-1.0659,-2.4340,3.282
33.607287,-1.6881,-1.1217,-2.2227,3.008
33.615541,-1.4138,-0.9972,-1.9861,2.634
33.623417,-1.2407,-0.7862,-1.7466,2.282
33.631943,-1.2706,-0.4338,-1.4895,2.005
33.640570,-1.4962,-0.1340,-1.2139,1.931
33.648799,-1.8623,0.1848,-0.9523,2.100
33.657850,-2.1292,0.4486,-0.7334,2.296
33.666743,-2.3814,0.6574,-0.5580,2.533
33.687391,-2.4375,0.6511,-0.3957,2.554
33.688202,-2.2446,0.4776,-0.2321,2.307
33.688532,-1.8775,0.2350,0.0064,1.892
33.695520,-1.5998,-0.0243,0.1584,1.608
33.708210,-1.4256,-0.1257,0.2530,1.453
33.710949,-1.1861,-0.2345,0.0977,1.213
33.718945,-0.8763,-0.2718,-0.1621,0.932
33.726735,-0.7471,-0.1873,-0.5554,0.950
33.734575,-0.6399,-0.1678,-0.9691,1.173
33.742443,-0.5349,-0.1366,-1.4025,1.507
33.750379,-0.3686,-0.1297,-1.6761,1.721
33.763973,-0.1284,-0.1421,-1.7187,1.729
33.772692,0.1519,-0.1306,-1.5682,1.581
33.776736,0.3408,-0.1193,-1.2561,1.307
33.782484,0.5423,-0.1607,-0.8698,1.038
33.790656,0.6856,-0.2355,-0.5196,0.892
33.798777,0.8078,-0.3078,-0.2511,0.900
33.806566,0.8675,-0.3703,-0.0962,0.948
33.815444,0.8937,-0.3418,-0.0000,0.957
33.822688,0.8967,-0.2533,0.0048,0.932
33.830978,0.7488,-0.1239,-0.0858,0.764
33.839745,0.5224,0.0415,-0.2771,0.593
33.847025,0.3698,0.0924,-0.4824,0.615
33.855750,0.2267,0.1818,-0.6476,0.710
33.867053,0.1421,0.2142,-0.6789,0.726
33.883844,0.1791,0.2109,-0.5270,0.595
33.884350,0.2640,0.1529,-0.2866,0.419
33.888748,0.3608,-0.0125,0.0316,0.362
33.897006,0.4548,-0.1682,0.5780,0.754
33.904993,0.4403,-0.3091,1.2738,1.383
33.913175,0.3258,-0.4426,2.0050,2.079
33.919082,0.2491,-0.5683,2.4557,2.533
33.927358,0.3431,-0.6762,2.5518,2.662
33.935298,0.6715,-0.8045,2.2642,2.495
33.944265,1.2126,-0.8167,1.7105,2.250
33.951419,1.6303,-0.6843,0.9011,1.984
33.959809,1.9090,-0.4463,0.1420,1.966
33.978043,1.9654,-0.0868,-0.5296,2.037
33.978829,1.6836,0.2597,-0.8046,1.884
33.983167,1.5742,0.4294,-0.3261,1.664
33.994841,1.5929,0.4538,0.6741,1.788
34.004867,1.7025,0.3497,1.6011,2.363
34.013060,1.7845,0.2260,2.0827,2.752
34.018297,1.6630,0.0591,2.0870,2.669
34.023212,1.5017,-0.0428,1.5461,2.156
34.036208,1.2896,-0.1180,0.8162,1.531
34.040900,1.0819,-0.2265,0.2505,1.133
34.046542,1.1206,-0.3279,-0.0357,1.168
34.055538,1.0386,-0.4584,-0.0374,1.136
34.063519,1.0712,-0.5055,0.2390,1.208
34.080293,1.1060,-0.6341,0.7389,1.474
34.080971,1.1153,-0.7100,1.3714,1.905
34.086597,0.9707,-0.6754,1.9441,2.275
34.095418,0.5451,-0.5105,2.3198,2.437
34.104627,0.1535,-0.2610,2.2923,2.312
34.112810,-0.0262,-0.1397,1.9332,1.938
34.121929,0.0039,-0.1085,1.2176,1.222
34.127250,0.1894,-0.1418,0.3535,0.425
34.135277,0.3279,-0.1954,-0.6039,0.714
34.143321,0.6068,-0.1165,-1.4390,1.566
34.151425,0.8383,-0.0164,-2.0394,2.205
34.159261,0.9342,0.0888,-2.3263,2.508
34.170690,0.7563,0.2784,-2.4279,2.558
34.174898,0.6775,0.6695,-2.3318,2.519
34.182878,0.6667,1.1792,-2.0887,2.490
34.191147,0.7586,1.8005,-1.8276,2.675
34.198801,0.8948,2.5246,-1.6378,3.140
34.206787,0.9926,3.2782,-1.4418,3.716
34.215788,1.0316,4.2172,-1.2509,4.518
34.223236,0.7601,5.0663,-0.9204,5.205
34.231285,0.2604,5.5075,-0.5216,5.538
34.239450,-0.1553,5.3298,-0.0165,5.332
34.247228,-0.5686,4.5961,0.5813,4.668
34.255565,-1.1094,3.6555,1.3168,4.041
34.264811,-1.7576,2.3259,2.5515,3.874
34.275497,-2.2488,0.9766,3.8474,4.562
34.279833,-2.9199,-0.4165,5.2116,5.988
34.291402,-3.3176,-1.5178,4.3202,5.655
34.295504,-3.0345,-1.4220,1.2680,3.583
34.305133,-2.6387,-0.6807,-1.4376,3.081
34.313539,-1.9312,-0.3231,-2.1106,2.879
34.322035,-1.0163,-0.4054,-1.2017,1.625
34.330148,-0.2632,-0.5708,0.0270,0.629
34.338501,0.2353,-0.4712,0.7391,0.908
34.343174,-0.0021,-0.2769,0.8216,0.867
34.351548,-0.3113,-0.2316,0.5557,0.678
34.360106,-0.4002,-0.2828,0.0572,0.493
34.367162,-0.2502,-0.4843,-0.5541,0.777
34.383626,-0.2169,-0.5018,-1.2075,1.326
34.384302,-0.5176,-0.2064,-1.7156,1.804
34.391167,-0.9621,0.3083,-2.1336,2.361
34.399273,-1.4679,0.8443,-2.4252,2.958
34.407284,-2.0681,1.1631,-2.4404,3.404
34.415816,-2.3940,1.1221,-1.7045,3.146
34.423318,-2.2695,1.0724,-0.6833,2.601
34.431415,-2.2220,1.4654,0.0467,2.662
34.439041,-1.8281,1.7323,0.5756,2.583
34.447243,-1.4683,2.0877,0.9221,2.714
34.455419,-1.2238,2.1605,1.1122,2.721
34.463763,-0.9288,2.0077,1.2705,2.551
34.472140,-0.7227,1.3697,1.2715,2.004
34.483234,-0.5844,0.6307,1.0004,1.319
34.503149,-0.5068,-0.0814,0.5669,0.765
34.504057,-0.4499,-0.6633,0.0701,0.805
34.504396,-0.3335,-1.0539,-0.2746,1.139
34.510554,-0.2187,-1.3040,-0.5366,1.427
34.519862,-0.1688,-1.6193,-0.7930,1.811
34.529936,-0.3185,-1.7865,-0.9888,2.067
34.534578,-0.4858,-1.8310,-1.1804,2.232
34.542537,-0.5476,-1.8702,-1.4582,2.434
34.550564,-0.4838,-1.9218,-1.6590,2.585
34.558549,-0.5282,-1.7363,-1.7312,2.508
34.567681,-0.4849,-1.4521,-1.6618,2.259
34.577049,-0.2412,-1.1265,-1.4789,1.875
34.582831,-0.0028,-0.7536,-1.3460,1.543
34.590725,0.2145,-0.5243,-1.2494,1.372
34.599062,0.4320,-0.3591,-1.1671,1.295
34.606758,0.6885,-0.2572,-0.9881,1.232
34.614789,0.9900,-0.2259,-0.8251,1.308
34.623390,1.2874,-0.2895,-0.6491,1.471
34.630947,1.4800,-0.3885,-0.4392,1.592
34.639248,1.5672,-0.4898,-0.2619,1.663
34.647056,1.3280,-0.6068,-0.1974,1.473
34.655096,0.9087,-0.7065,-0.1699,1.164
34.663299,0.4076,-0.9235,-0.2735,1.046
34.676952,-0.0789,-1.1007,-0.4932,1.209
34.694081,-0.4890,-1.2947,-0.7871,1.592
34.694870,-0.8585,-1.4434,-1.0921,2.003
34.695231,-1.1775,-1.5386,-1.3789,2.378
34.702999,-1.3688,-1.5301,-1.5072,2.547
34.712634,-1.3827,-1.4984,-1.5076,2.536
34.721369,-1.1926,-1.4195,-1.3239,2.278
34.729881,-0.8562,-1.3583,-1.0017,1.892
34.738103,-0.5678,-1.3700,-0.5694,1.589
34.750168,-0.4404,-1.3882,-0.1672,1.466
34.751032,-0.3392,-1.3480,0.1506,1.398
34.759406,-0.4205,-1.2954,0.3949,1.418
34.767015,-0.5617,-1.2011,0.5291,1.428
34.779908,-0.6072,-1.1535,0.5099,1.400
34.783961,-0.7507,-1.0715,0.4442,1.382
34.790767,-0.9172,-1.0162,0.3558,1.414
34.799486,-1.0051,-0.8915,0.3651,1.392
34.807259,-0.8377,-0.7734,0.4478,1.225
34.815101,-0.5638,-0.5971,0.4533,0.938
34.822943,-0.2885,-0.3933,0.4611,0.671
34.831264,-0.0004,-0.0640,0.4076,0.413
34.839283,0.3023,0.3704,0.3685,0.604
34.847034,0.4851,0.8283,0.3597,1.025
34.854948,0.7814,1.1075,0.5530,1.464
34.863197,1.1690,1.2147,0.8916,1.907
34.874891,1.7487,1.1804,1.1873,2.421
34.879998,2.2046,1.0206,1.2666,2.740
34.890333,2.3732,0.7145,1.0276,2.683
34.895768,2.1224,0.4505,0.9387,2.364
34.902880,1.5754,0.0230,0.9863,1.859
34.913042,1.1171,-0.3381,1.0131,1.546
34.921061,0.6472,-0.8028,0.9599,1.409
34.930101,0.1955,-1.2588,0.7513,1.479
34.937828,-0.3502,-1.6930,0.4570,1.788
34.946040,-0.9210,-2.0031,0.0637,2.206
34.954413,-1.3310,-2.0198,-0.1937,2.427
34.959803,-1.5575,-1.6296,-0.3951,2.289
34.967499,-1.6274,-0.5016,-1.4762,2.254
34.975660,-1.0588,1.3451,-2.6017,3.114
34.988685,-0.7724,3.7372,-3.8368,5.411
34.991186,-0.7789,6.4129,-5.0416,8.194
34.999739,-1.0617,9.3067,-5.9436,11.094
35.006565,-1.7632,11.5410,-6.5241,13.374
35.014552,-3.5466,13.1954,-6.0060,14.925
35.022532,-6.7385,11.6950,-2.7941,13.784
35.031083,-8.5032,6.9703,0.6664,11.015
35.038704,-6.2054,2.2098,3.2404,7.341
35.047182,-3.7317,-1.0945,4.3529,5.837
35.054577,-2.3436,-3.2868,4.1075,5.759
35.062529,-1.2776,-4.5961,2.9156,5.591
35.071460,-0.7050,-5.7813,0.8553,5.887
35.087672,-0.2020,-6.5073,-1.6049,6.705
35.088279,0.3916,-6.8546,-3.9763,7.934
35.094706,1.1251,-6.9038,-5.7926,9.082
35.103402,1.8491,-6.4047,-6.7257,9.470
35.112517,2.2882,-5.6004,-6.9443,9.210
35.120082,2.4802,-4.2873,-6.8562,8.458
35.128586,2.0045,-2.8481,-6.0722,7.000
35.137305,1.2488,-1.5467,-4.9339,5.319
35.145669,0.3782,-0.4095,-3.7868,3.828
35.154665,-0.2544,0.4525,-2.7951,2.843
35.159176,-0.6298,1.0842,-2.1409,2.481
35.167259,-0.8287,1.7173,-1.5462,2.455
35.175725,-0.7228,2.1144,-1.1988,2.536
35.195040,-0.3999,2.4144,-0.9782,2.635
35.195848,-0.0330,2.6904,-0.2057,2.698
35.199080,0.4790,4.3971,4.6171,6.394
35.207365,1.1500,5.2291,4.6423,7.086
35.214964,0.0921,3.8181,4.0988,5.602
35.223235,-1.5540,2.7683,2.5172,4.052
35.230969,-2.5471,1.5922,1.0032,3.167
35.239122,-2.5596,0.7204,-0.7933,2.775
35.247034,-2.0742,0.1215,-2.3368,3.127
35.255492,-1.3739,-0.1445,-3.3010,3.578
35.263144,-0.8028,-0.4319,-3.5027,3.619
35.273007,-0.2074,-0.9084,-3.1784,3.312
35.279549,0.2376,-1.3345,-2.5781,2.913
35.289068,0.5058,-1.5068,-1.9985,2.554
35.294912,0.5693,-1.4876,-1.1983,1.993
35.302881,0.5385,-1.2099,-0.2181,1.342
35.311972,0.5705,-0.8914,0.6898,1.263
35.321150,0.6473,-0.4676,1.4631,1.667
35.328129,0.7413,-0.0869,1.7599,1.912
35.336870,0.7063,0.1623,1.5512,1.712
35.345454,0.6916,0.2919,1.1052,1.336
35.353921,0.6601,0.5007,0.3813,0.912
35.366327,0.7308,0.6547,-0.3056,1.028
35.367318,1.0679,0.6677,-0.8936,1.544
