# Target Sample Rate: 500 Hz
time,gFx,gFy,gFz,TgF
3.872962154,-0.3086,-0.6489,-0.1561,0.735
3.876915692,-0.2729,-0.6623,-0.1029,0.724
3.878942769,-0.2626,-0.6626,-0.0752,0.717
3.882880692,-0.2548,-0.6662,-0.0298,0.714
3.886609231,-0.2416,-0.6753,-0.0068,0.717
3.888703154,-0.2345,-0.6779,0.0078,0.717
3.890711692,-0.2262,-0.6811,0.0198,0.718
3.892741,-0.2140,-0.6914,0.0347,0.725
3.894798154,-0.1991,-0.7007,0.0413,0.730
3.898857615,-0.1273,-0.7439,0.0335,0.755
3.903163385,-0.0923,-0.7693,0.0112,0.775
3.906825539,-0.0643,-0.7964,-0.0122,0.799
3.909157846,-0.0469,-0.8045,-0.0249,0.806
3.911619077,-0.0266,-0.8174,-0.0388,0.819
3.914723692,-0.0020,-0.8309,-0.0667,0.834
3.916932,0.0217,-0.8424,-0.0848,0.847
3.919749923,0.0401,-0.8512,-0.0985,0.858
3.922829539,0.0733,-0.8636,-0.1300,0.876
3.926506769,0.0967,-0.8746,-0.1779,0.898
3.931994769,0.1019,-0.8768,-0.1930,0.904
3.939592692,0.1256,-0.8802,-0.2245,0.917
3.948362846,0.1593,-0.8915,-0.2529,0.940
3.950362462,0.1434,-0.8651,-0.2543,0.913
3.953212692,0.1314,-0.8558,-0.2475,0.901
3.957253923,0.1094,-0.8402,-0.2301,0.878
3.962110462,0.0694,-0.8145,-0.2025,0.842
3.964390846,0.0503,-0.7972,-0.1808,0.819
3.968582846,0.0344,-0.7769,-0.1451,0.791
3.973192385,0.0271,-0.7698,-0.1236,0.780
3.976818769,0.0296,-0.7652,-0.1121,0.774
3.981010154,0.0347,-0.7647,-0.1126,0.774
3.984490539,0.0440,-0.7705,-0.1153,0.780
3.986571154,0.0503,-0.7737,-0.1214,0.785
3.989322231,0.0540,-0.7757,-0.1226,0.787
3.992875154,0.0518,-0.7752,-0.1324,0.788
3.994913231,0.0523,-0.7747,-0.1371,0.788
3.997043769,0.0520,-0.7745,-0.1410,0.789
4.000407385,0.0533,-0.7779,-0.1434,0.793
4.002684077,0.0557,-0.7759,-0.1412,0.791
4.006867154,0.0608,-0.7771,-0.1363,0.791
4.009008692,0.0584,-0.7745,-0.1378,0.789
4.011457539,0.0579,-0.7735,-0.1388,0.788
4.015081,0.0616,-0.7757,-0.1412,0.791
4.020119692,0.0625,-0.7749,-0.1417,0.790
4.023425308,0.0559,-0.7686,-0.1366,0.783
4.026629308,0.0528,-0.7642,-0.1302,0.777
4.031789539,0.0501,-0.7603,-0.1226,0.772
4.039662539,0.0489,-0.7449,-0.0992,0.753
4.046097539,0.0591,-0.7283,-0.0740,0.734
4.049350769,0.0809,-0.6985,-0.0594,0.706
4.053979154,0.0838,-0.6777,-0.0647,0.686
4.057000308,0.0970,-0.6513,-0.0721,0.662
4.061823385,0.1099,-0.6330,-0.0784,0.647
4.065053923,0.1222,-0.6120,-0.0892,0.630
4.069801615,0.1266,-0.5981,-0.0987,0.619
4.081890154,0.1324,-0.5844,-0.1112,0.609
4.085035154,0.1309,-0.5534,-0.1910,0.600
4.088618539,0.1231,-0.5502,-0.2079,0.601
4.092264615,0.1263,-0.5629,-0.2272,0.620
4.094566539,0.1261,-0.5639,-0.2309,0.622
4.098548077,0.1256,-0.5595,-0.2389,0.621
4.102449539,0.1187,-0.5519,-0.2531,0.619
4.106417615,0.1241,-0.5514,-0.2607,0.622
4.110629923,0.1327,-0.5560,-0.2670,0.631
4.114412,0.1363,-0.5551,-0.2707,0.632
4.118447462,0.1309,-0.5492,-0.2685,0.625
4.121254462,0.1295,-0.5470,-0.2678,0.623
4.124310231,0.1251,-0.5441,-0.2651,0.618
4.128708,0.1278,-0.5450,-0.2585,0.617
4.132164308,0.1300,-0.5487,-0.2570,0.620
4.135116385,0.1312,-0.5485,-0.2565,0.620
4.138597539,0.1371,-0.5531,-0.2558,0.625
4.140856923,0.1493,-0.5661,-0.2565,0.639
4.152999385,0.1593,-0.5753,-0.2580,0.650
4.156546769,0.2140,-0.6120,-0.2722,0.703
4.160592077,0.2353,-0.6325,-0.2602,0.723
4.162610462,0.2389,-0.6364,-0.2582,0.727
4.166093846,0.2568,-0.6499,-0.2575,0.745
4.168256615,0.2585,-0.6560,-0.2585,0.751
4.170455077,0.2643,-0.6621,-0.2587,0.758
4.172411154,0.2668,-0.6711,-0.2538,0.766
4.176246462,0.2822,-0.6867,-0.2548,0.785
4.178606539,0.2963,-0.6953,-0.2531,0.797
4.180439077,0.3152,-0.7058,-0.2614,0.816
4.182493,0.3266,-0.7192,-0.2690,0.834
4.185028615,0.3599,-0.7266,-0.2873,0.860
4.188498462,0.4510,-0.7693,-0.3340,0.952
4.192067692,0.5504,-0.8148,-0.3806,1.054
4.194226539,0.6291,-0.8482,-0.4332,1.141
4.196377308,0.6699,-0.8644,-0.4586,1.186
4.198385,0.7644,-0.9044,-0.5121,1.290
4.200426846,0.8504,-0.9457,-0.5443,1.383
4.202980615,0.9249,-0.9899,-0.5648,1.468
4.206626769,1.0114,-1.0720,-0.6061,1.594
4.216312923,1.0498,-1.1805,-0.6608,1.712
4.221683769,0.7317,-1.5768,-0.5553,1.825
4.224458769,0.2394,-1.8113,-0.4324,1.878
4.244848692,-0.1077,-1.9640,-0.4041,2.008
4.248780308,0.1258,-2.2002,-0.1261,2.207
4.253505923,0.2695,-2.0810,-0.0611,2.099
4.256496308,0.3161,-1.8575,-0.0679,1.885
4.263961616,0.2585,-1.6579,-0.1263,1.683
4.266402769,0.1471,-1.3388,-0.2436,1.369
4.270211077,0.1170,-1.2213,-0.2790,1.258
4.272435692,0.0880,-1.0552,-0.3156,1.105
4.276691385,0.0655,-0.8666,-0.2621,0.908
4.279876,0.0645,-0.7881,-0.1923,0.814
4.282561846,0.0567,-0.6870,-0.0814,0.694
4.284800923,0.0432,-0.6310,-0.0264,0.633
4.287341923,0.0352,-0.6056,-0.0076,0.607
4.290386846,0.0254,-0.5221,0.0076,0.523
4.292679385,0.0093,-0.4984,-0.0022,0.498
4.295798154,0.0029,-0.4915,-0.0071,0.492
4.298510154,-0.0137,-0.5008,-0.0689,0.506
4.305183385,-0.0308,-0.5426,-0.1224,0.557
4.308554462,-0.0718,-0.6386,-0.2003,0.673
4.311724308,-0.0965,-0.6782,-0.2213,0.720
4.314858231,-0.1309,-0.7437,-0.2465,0.794
4.316911769,-0.1471,-0.7938,-0.2465,0.844
4.320759077,-0.1588,-0.8502,-0.2358,0.896
4.322789308,-0.1649,-0.9484,-0.1996,0.983
4.326769846,-0.1334,-1.1021,-0.1046,1.115
4.329816616,-0.1207,-1.1414,-0.0767,1.150
4.332484385,-0.0618,-1.2892,0.0291,1.291
4.334602154,-0.0450,-1.3244,0.0530,1.326
4.343223385,-0.0098,-1.3877,0.0941,1.391
4.346895462,0.1395,-1.6061,0.0574,1.613
4.350786846,0.1703,-1.6381,-0.0252,1.647
4.364630154,0.1852,-1.6447,-0.0901,1.658
4.371778154,0.1146,-1.3168,-0.1820,1.334
4.374258462,0.0291,-1.1646,-0.1077,1.170
4.378412077,-0.0283,-1.0859,-0.0743,1.089
4.380434539,-0.0708,-1.0422,-0.0555,1.046
4.382812692,-0.0914,-1.0083,-0.0388,1.013
4.385088385,-0.1278,-0.9929,-0.0315,1.002
4.387332923,-0.1578,-0.9675,-0.0225,0.980
4.390248,-0.1967,-0.9347,-0.0115,0.955
4.392536616,-0.2177,-0.9149,-0.0054,0.940
4.394742539,-0.2365,-0.8964,-0.0029,0.927
4.398338769,-0.2553,-0.8710,-0.0015,0.908
4.400382846,-0.2597,-0.8565,-0.0027,0.895
4.403269308,-0.2629,-0.8475,0.0007,0.887
4.406649616,-0.2595,-0.8331,0.0010,0.873
4.411764692,-0.2538,-0.8194,0.0017,0.858
4.414512923,-0.2446,-0.8045,0.0032,0.841
4.418389616,-0.2328,-0.8001,0.0117,0.833
4.422164616,-0.2255,-0.7979,0.0195,0.829
4.424170539,-0.2160,-0.7972,0.0281,0.826
4.426576308,-0.2062,-0.8013,0.0474,0.829
4.430772077,-0.1896,-0.8065,0.0730,0.832
4.435113231,-0.1854,-0.8038,0.0743,0.828
4.441755692,-0.1830,-0.8065,0.0738,0.830
4.457962769,-0.1608,-0.8255,0.1046,0.847
4.466454462,-0.1131,-0.8771,0.1568,0.898
4.472916923,-0.1087,-0.9257,0.1495,0.944
4.476557308,-0.0975,-0.9745,0.1361,0.989
4.479260616,-0.0887,-0.9897,0.1314,1.002
4.482612,-0.0740,-1.0119,0.1226,1.022
4.484770462,-0.0660,-1.0280,0.1129,1.036
4.488827385,-0.0542,-1.0466,0.1016,1.053
4.492684923,-0.0354,-1.0644,0.0980,1.070
4.495066462,-0.0283,-1.0703,0.0980,1.075
4.498745616,-0.0068,-1.0884,0.0916,1.092
4.503106154,0.0120,-1.0974,0.0816,1.101
4.506599462,0.0271,-1.0982,0.0618,1.100
4.508856923,0.0315,-1.0972,0.0574,1.099
4.510962539,0.0410,-1.0950,0.0491,1.097
4.514565,0.0596,-1.0901,0.0352,1.092
4.516992923,0.0696,-1.0828,0.0257,1.085
4.520041308,0.0743,-1.0706,0.0222,1.073
4.523038769,0.0836,-1.0552,0.0120,1.059
4.526584308,0.0936,-1.0290,0.0022,1.033
4.530620616,0.1038,-1.0117,-0.0029,1.017
4.534846154,0.1124,-0.9828,-0.0051,0.989
4.538441308,0.1143,-0.9755,-0.0066,0.982
4.542764923,0.1190,-0.9396,-0.0122,0.947
4.552204077,0.1241,-0.9291,-0.0127,0.937
4.554302154,0.1539,-0.8612,-0.0264,0.875
4.556730231,0.1566,-0.8526,-0.0286,0.867
4.561672616,0.1627,-0.8255,-0.0359,0.842
4.564414462,0.1661,-0.8040,-0.0396,0.822
4.569950462,0.1693,-0.7718,-0.0428,0.791
4.572272692,0.1669,-0.7542,-0.0432,0.774
4.576476077,0.1605,-0.7363,-0.0406,0.755
4.580637923,0.1542,-0.7183,-0.0337,0.735
4.584515769,0.1520,-0.7092,-0.0198,0.726
4.588377539,0.1529,-0.7070,-0.0164,0.724
4.592358539,0.1559,-0.7119,-0.0217,0.729
4.594591077,0.1583,-0.7246,-0.0261,0.742
4.596541923,0.1595,-0.7327,-0.0281,0.750
4.598553,0.1612,-0.7473,-0.0327,0.765
4.603242462,0.1715,-0.7771,-0.0279,0.796
4.606373616,0.1739,-0.7859,-0.0257,0.805
4.610937846,0.1647,-0.8206,-0.0305,0.838
4.614326231,0.1371,-0.8287,-0.0581,0.842
4.619276616,0.1075,-0.8309,-0.0730,0.841
4.622339077,0.0594,-0.8336,-0.0738,0.839
4.626244616,0.0344,-0.8458,-0.0682,0.849
4.628880385,0.0239,-0.8539,-0.0652,0.857
4.632061846,-0.0002,-0.8656,-0.0489,0.867
4.637195692,-0.0283,-0.8732,-0.0037,0.874
4.642353,-0.0279,-0.8871,0.0381,0.888
4.653195077,-0.0445,-0.9005,0.0557,0.903
4.656458539,-0.1090,-0.9061,0.1004,0.918
4.661515692,-0.0999,-0.9259,0.1077,0.938
4.664564077,-0.0806,-0.9479,0.1080,0.957
4.668253846,-0.0694,-0.9606,0.0867,0.967
4.670646462,-0.0655,-0.9650,0.0713,0.970
4.674554846,-0.0481,-0.9650,0.0491,0.967
4.676916692,-0.0298,-0.9677,0.0337,0.969
4.680901616,0.0046,-0.9655,0.0164,0.966
4.684930462,0.0379,-0.9594,-0.0115,0.960
4.688726846,0.0687,-0.9560,-0.0110,0.958
4.693091462,0.0992,-0.9445,0.0086,0.950
4.697292,0.1309,-0.9482,0.0386,0.958
4.700514154,0.1571,-0.9552,0.0687,0.970
4.702911385,0.1673,-0.9506,0.0919,0.970
4.706849539,0.1874,-0.9506,0.1507,0.981
4.708923154,0.1888,-0.9486,0.1632,0.981
4.711033308,0.1881,-0.9472,0.1793,0.982
4.713155462,0.1832,-0.9474,0.1891,0.983
4.716899385,0.1759,-0.9528,0.1801,0.985
4.719640692,0.1705,-0.9574,0.1732,0.988
4.722881846,0.1559,-0.9565,0.1669,0.983
4.725265923,0.1510,-0.9582,0.1666,0.984
4.728126539,0.1424,-0.9611,0.1610,0.985
4.731196,0.1361,-0.9701,0.1534,0.992
4.734902154,0.1371,-0.9811,0.1441,1.001
4.739933,0.1349,-0.9858,0.1278,1.003
4.743657539,0.1278,-1.0058,0.0743,1.017
4.754922539,0.1261,-1.0185,0.0545,1.028
4.756969539,0.0833,-1.0698,-0.0459,1.074
4.761399154,0.0726,-1.0901,-0.0545,1.094
4.765584,0.0662,-1.1045,-0.0533,1.108
4.769024692,0.0608,-1.1241,-0.0391,1.126
4.771126154,0.0589,-1.1282,-0.0313,1.130
4.773663154,0.0525,-1.1336,-0.0191,1.135
4.776873231,0.0503,-1.1419,-0.0034,1.143
4.779569616,0.0498,-1.1470,0.0078,1.148
4.782749846,0.0432,-1.1570,0.0283,1.158
4.786700923,0.0379,-1.1614,0.0472,1.163
4.788952923,0.0374,-1.1622,0.0586,1.164
4.792531692,0.0342,-1.1636,0.0711,1.166
4.799088,0.0384,-1.1622,0.0762,1.165
4.801080077,0.0398,-1.1595,0.0801,1.163
4.804984,0.0322,-1.1473,0.0855,1.151
4.808592077,0.0232,-1.1294,0.0914,1.133
4.810950539,0.0200,-1.1263,0.0928,1.130
4.813002539,0.0161,-1.1231,0.0938,1.127
4.816781,0.0002,-1.1150,0.1004,1.120
4.820545923,-0.0098,-1.1111,0.1070,1.116
4.822684923,-0.0195,-1.1089,0.1068,1.114
4.826281,-0.0322,-1.1072,0.1058,1.113
4.828756923,-0.0484,-1.1043,0.1048,1.110
4.83118,-0.0628,-1.0991,0.1043,1.106
4.834156385,-0.0774,-1.0945,0.1043,1.102
4.841259154,-0.0923,-1.0928,0.1046,1.102
4.846004308,-0.1546,-1.0972,0.1168,1.114
4.848486539,-0.1798,-1.1162,0.1285,1.138
4.85348,-0.2128,-1.1436,0.1441,1.172
4.856326539,-0.2580,-1.1971,0.1720,1.237
4.860463077,-0.2929,-1.2462,0.1908,1.294
4.862528923,-0.3191,-1.2804,0.2025,1.335
4.866196385,-0.3665,-1.3339,0.2121,1.399
4.868693308,-0.3950,-1.3688,0.2160,1.441
4.872581923,-0.4434,-1.4246,0.2111,1.507
4.877491154,-0.5243,-1.4996,0.1766,1.598
4.880748077,-0.5934,-1.5555,0.1292,1.670
4.882799385,-0.6415,-1.5936,0.0865,1.720
4.884935077,-0.6819,-1.6361,0.0484,1.773
4.889011077,-0.7388,-1.6967,-0.0203,1.851
4.894451769,-0.7916,-1.7761,-0.1092,1.948
4.897005616,-0.8043,-1.8274,-0.1659,2.003
4.900764308,-0.7876,-1.8685,-0.2177,2.039
4.904938769,-0.7131,-1.8936,-0.2788,2.043
4.908634154,-0.6012,-1.8804,-0.3161,1.999
4.911051385,-0.5038,-1.8548,-0.3389,1.952
4.914665846,-0.3523,-1.7798,-0.3704,1.852
4.919793923,-0.1801,-1.6237,-0.4109,1.685
4.922979462,-0.0779,-1.5030,-0.4371,1.567
4.925147692,-0.0254,-1.4307,-0.4488,1.500
4.928601,0.0337,-1.3359,-0.4564,1.412
4.931181539,0.0616,-1.2855,-0.4554,1.365
4.933610539,0.0862,-1.2430,-0.4532,1.326
4.940015692,0.1195,-1.1934,-0.4385,1.277
4.952780923,0.1551,-1.1387,-0.4002,1.217
4.957049231,0.2411,-1.1328,-0.3418,1.208
4.959114769,0.2531,-1.1429,-0.3433,1.220
4.961707385,0.2617,-1.1556,-0.3486,1.235
4.965303769,0.2780,-1.1690,-0.3665,1.256
4.968983154,0.2976,-1.1912,-0.3928,1.289
4.973049923,0.3215,-1.2081,-0.4134,1.317
4.975930539,0.3354,-1.2186,-0.4241,1.333
4.978010539,0.3433,-1.2235,-0.4290,1.341
4.981260692,0.3718,-1.2435,-0.4358,1.369
4.984934539,0.3955,-1.2609,-0.4339,1.391
4.987112923,0.4004,-1.2687,-0.4285,1.398
4.989333231,0.4036,-1.2772,-0.4180,1.403
4.993582539,0.3897,-1.2887,-0.3963,1.403
4.995652,0.3870,-1.2975,-0.3870,1.408
5.000456,0.3760,-1.3048,-0.3616,1.405
5.003516308,0.3318,-1.2951,-0.2946,1.369
5.006792385,0.2905,-1.2804,-0.2336,1.334
5.009251154,0.2555,-1.2606,-0.1849,1.299
5.011613231,0.2333,-1.2482,-0.1581,1.280
5.015424923,0.1590,-1.1895,-0.0274,1.200
5.017713846,0.1263,-1.1563,0.0437,1.164
5.020167154,0.1138,-1.1434,0.0774,1.152
5.025958539,0.0447,-1.0869,0.2121,1.108
5.029026539,0.0183,-1.0515,0.2976,1.093
5.032266462,0.0071,-1.0383,0.3220,1.087
5.034641539,-0.0183,-1.0144,0.3770,1.082
5.040043077,-0.0327,-0.9982,0.4143,1.081
5.047606462,-0.0608,-0.9836,0.4297,1.075
5.056621923,-0.1485,-0.9687,0.5094,1.104
5.058742769,-0.2448,-0.9745,0.5358,1.139
5.061202846,-0.2460,-0.9794,0.5091,1.131
5.065055385,-0.2524,-1.0021,0.3943,1.106
5.067278769,-0.2524,-1.0083,0.3677,1.102
5.070071692,-0.2494,-1.0200,0.3183,1.097
5.073344308,-0.2617,-1.0310,0.2384,1.090
5.076775385,-0.2966,-1.0268,0.1840,1.085
5.078775154,-0.3110,-1.0212,0.1490,1.078
5.082756077,-0.3220,-1.0163,0.1002,1.071
5.084919154,-0.3327,-1.0119,0.0699,1.068
5.086907692,-0.3391,-1.0092,0.0564,1.066
5.095830231,-0.3542,-1.0031,0.0310,1.064
5.099303769,-0.4038,-0.9941,-0.2165,1.095
5.101342539,-0.4048,-1.0004,-0.2885,1.117
5.104026846,-0.4097,-1.0158,-0.4720,1.193
5.106311769,-0.4033,-1.0478,-0.7271,1.338
5.109787154,-0.4046,-1.0530,-0.7578,1.359
5.112440308,-0.4205,-1.0483,-0.8060,1.388
5.114435462,-0.4226,-1.0425,-0.7967,1.378
5.119141616,-0.4266,-1.0041,-0.6946,1.293
5.121414769,-0.4322,-0.9789,-0.6081,1.231
5.124505616,-0.4461,-0.9440,-0.4700,1.145
5.126867385,-0.4412,-0.9232,-0.3875,1.094
5.130279385,-0.4327,-0.8895,-0.3283,1.042
5.132878769,-0.4197,-0.8629,-0.3376,1.017
5.139743769,-0.3833,-0.8353,-0.3596,0.987
5.143917308,-0.3259,-0.7974,-0.3283,0.922
5.151383769,-0.3115,-0.7818,-0.2985,0.893
5.154277539,-0.2424,-0.7139,-0.1522,0.769
5.158093539,-0.2338,-0.6845,-0.0941,0.729
5.161594462,-0.2235,-0.6687,-0.0506,0.707
5.164356,-0.1942,-0.6550,0.0271,0.684
5.168853308,-0.1517,-0.6437,0.1429,0.677
5.17148,-0.1422,-0.6418,0.1683,0.679
5.174128385,-0.1051,-0.6372,0.2634,0.697
5.177200308,-0.0943,-0.6359,0.2780,0.700
5.180666846,-0.0562,-0.6411,0.2990,0.710
5.184424308,-0.0283,-0.6525,0.2783,0.710
5.188477616,0.0103,-0.6721,0.2072,0.703
5.192744616,0.0535,-0.6902,0.1402,0.706
5.196705,0.0911,-0.7202,0.0498,0.728
5.200797231,0.1402,-0.7554,-0.0093,0.768
5.202989231,0.1551,-0.7776,-0.0476,0.794
5.206781231,0.1612,-0.8072,-0.1011,0.829
5.209215154,0.1568,-0.8218,-0.1314,0.847
5.212982231,0.1341,-0.8387,-0.1735,0.867
5.215080308,0.1156,-0.8553,-0.2055,0.887
5.217190539,0.0889,-0.8695,-0.2375,0.906
5.219975385,0.0784,-0.8785,-0.2497,0.917
5.223086539,0.0396,-0.9193,-0.2805,0.962
5.225306846,0.0279,-0.9276,-0.2832,0.970
5.228055077,-0.0015,-0.9401,-0.2932,0.985
5.230923462,-0.0523,-0.9523,-0.3061,1.002
5.232931077,-0.0601,-0.9535,-0.3088,1.004
5.238409616,-0.0723,-0.9450,-0.3215,1.001
5.243596308,-0.0660,-0.9308,-0.3213,0.987
5.249523462,-0.0484,-0.9039,-0.3112,0.957
5.254300692,-0.0428,-0.8541,-0.2687,0.896
5.256523154,-0.0264,-0.8245,-0.2211,0.854
5.260961846,-0.0171,-0.8060,-0.1932,0.829
5.263049539,-0.0027,-0.8001,-0.1783,0.820
5.265356308,0.0061,-0.7920,-0.1656,0.809
5.269499077,0.0115,-0.7754,-0.1524,0.790
5.272792923,0.0081,-0.7527,-0.1417,0.766
5.277232,0.0037,-0.7380,-0.1212,0.748
5.280625,-0.0042,-0.7236,-0.1092,0.732
5.282690231,-0.0061,-0.7129,-0.1046,0.721
5.287134846,-0.0125,-0.6977,-0.0977,0.705
5.291225231,-0.0322,-0.6797,-0.0894,0.686
5.294811692,-0.0430,-0.6630,-0.0860,0.670
5.298331385,-0.0559,-0.6420,-0.0772,0.649
5.300343385,-0.0613,-0.6352,-0.0765,0.643
5.302529846,-0.0672,-0.6249,-0.0752,0.633
5.304756385,-0.0650,-0.6218,-0.0723,0.629
5.308212385,-0.0687,-0.6113,-0.0723,0.619
5.311009,-0.0696,-0.6034,-0.0814,0.613
5.314123769,-0.0723,-0.5890,-0.1097,0.603
5.316481846,-0.0757,-0.5827,-0.1244,0.601
5.318704308,-0.0755,-0.5780,-0.1361,0.599
5.323507769,-0.0748,-0.5731,-0.1480,0.597
5.327546462,-0.0665,-0.5595,-0.1661,0.587
5.330236308,-0.0633,-0.5558,-0.1681,0.584
5.334185308,-0.0369,-0.5477,-0.1664,0.574
5.338760385,-0.0283,-0.5455,-0.1654,0.571
5.342346154,-0.0015,-0.5421,-0.1510,0.563
5.349730462,0.0107,-0.5380,-0.1471,0.558
5.354046231,0.0584,-0.5556,-0.1390,0.576
5.356329846,0.0699,-0.5634,-0.1344,0.583
5.360321539,0.0836,-0.5724,-0.1292,0.593
5.362433539,0.0865,-0.5746,-0.1266,0.595
5.366660385,0.0916,-0.5866,-0.1202,0.606
5.371974154,0.1011,-0.5920,-0.1168,0.612
5.374274846,0.1102,-0.6034,-0.1202,0.625
5.376716077,0.1121,-0.6047,-0.1214,0.627
5.380206769,0.1224,-0.6113,-0.1214,0.635
5.382529,0.1261,-0.6117,-0.1219,0.636
5.386292616,0.1219,-0.6100,-0.1226,0.634
5.390045616,0.1229,-0.6100,-0.1209,0.634
5.392096923,0.1251,-0.6115,-0.1190,0.635
5.394605308,0.1280,-0.6115,-0.1148,0.635
5.398270769,0.1339,-0.6142,-0.1097,0.638
5.400267692,0.1424,-0.6186,-0.1036,0.643
5.402360923,0.1505,-0.6244,-0.1004,0.650
5.406085231,0.1583,-0.6262,-0.0980,0.653
5.408103462,0.1612,-0.6271,-0.0967,0.655
5.410645231,0.1637,-0.6222,-0.0948,0.650
5.412818539,0.1671,-0.6220,-0.0882,0.650
5.416261539,0.1730,-0.6240,-0.0711,0.651
5.418397846,0.1747,-0.6235,-0.0652,0.651
5.422669,0.1786,-0.6225,-0.0430,0.649
5.427762231,0.1813,-0.6247,-0.0281,0.651
5.430209846,0.1798,-0.6284,-0.0083,0.654
5.432423385,0.1803,-0.6306,-0.0044,0.656
5.437023385,0.1771,-0.6415,0.0154,0.666
5.440161616,0.1732,-0.6516,0.0342,0.675
5.442636616,0.1681,-0.6545,0.0467,0.677
5.450396308,0.1691,-0.6626,0.0579,0.686
5.454195462,0.1708,-0.7065,0.0809,0.731
5.456298846,0.1749,-0.7209,0.0674,0.745
5.460232692,0.2003,-0.7471,0.0173,0.774
5.462580923,0.2309,-0.7659,-0.0474,0.801
5.466085923,0.3056,-0.8025,-0.2089,0.884
5.468603385,0.3828,-0.8314,-0.3782,0.990
5.472194539,0.5499,-0.9059,-0.8109,1.334
5.476448308,0.8343,-0.9758,-1.0002,1.627
5.480231385,1.0153,-1.0627,-0.9208,1.734
5.482249539,1.0928,-1.1265,-0.7991,1.761
5.486365539,1.1719,-1.2880,-0.6987,1.876
5.490198539,1.0864,-1.4771,-0.7608,1.985
5.495213,0.8062,-1.6938,-0.7068,2.005
5.498657,0.3020,-1.9364,-0.5436,2.034
5.502310539,-0.0366,-2.0903,-0.4681,2.142
5.506149539,-0.3753,-2.3102,-0.4390,2.381
5.508159154,-0.4329,-2.3646,-0.4463,2.445
5.510262154,-0.4942,-2.4655,-0.4837,2.561
5.512315385,-0.5209,-2.5703,-0.5480,2.679
5.516293923,-0.4366,-2.6869,-0.5983,2.787
5.518436308,-0.3188,-2.7267,-0.5602,2.802
5.522359154,-0.1090,-2.7142,-0.4322,2.751
5.530344308,0.1036,-2.5479,-0.2380,2.561
5.532396,0.0884,-2.1140,-0.0975,2.118
5.543096385,0.0540,-1.9234,-0.0916,1.926
5.546193616,0.0139,-1.1612,-0.2099,1.180
5.549930231,0.0142,-0.9802,-0.1038,0.986
5.552152077,0.0198,-0.8753,-0.0183,0.876
5.554235077,0.0203,-0.7806,0.0484,0.782
5.557947769,0.0129,-0.6528,0.0987,0.660
5.560283385,0.0066,-0.5751,0.0838,0.581
5.562469616,0.0032,-0.5392,0.0743,0.544
5.566066769,0.0002,-0.4351,-0.0061,0.435
5.568268923,-0.0034,-0.3977,-0.0701,0.404
5.570316385,-0.0017,-0.3797,-0.1055,0.394
5.572318231,-0.0029,-0.3484,-0.1735,0.389
5.576800308,-0.0171,-0.3196,-0.2653,0.416
5.580190539,-0.0547,-0.3269,-0.3337,0.470
5.584013231,-0.1004,-0.3721,-0.3252,0.504
5.586302154,-0.1385,-0.4190,-0.2919,0.529
5.590044,-0.2055,-0.4986,-0.2250,0.584
5.592101231,-0.2477,-0.5573,-0.1761,0.635
5.594198539,-0.2807,-0.6200,-0.1292,0.693
5.596212923,-0.3095,-0.6809,-0.0811,0.752
5.600129923,-0.3359,-0.7696,-0.0215,0.840
5.602425308,-0.3501,-0.8282,0.0081,0.899
5.605968308,-0.3584,-0.9098,0.0386,0.979
5.608089231,-0.3550,-0.9601,0.0574,1.025
5.610099154,-0.3491,-1.0085,0.0735,1.070
5.612302846,-0.3335,-1.0322,0.0792,1.088
5.616197,-0.2756,-1.1277,0.1011,1.165
5.618281923,-0.2546,-1.1507,0.1060,1.183
5.620469846,-0.2074,-1.1978,0.1175,1.221
5.624397923,-0.1207,-1.2934,0.1344,1.306
5.627155154,-0.0547,-1.3185,0.1439,1.327
5.630488308,0.0752,-1.4104,0.1278,1.418
5.634335462,0.1583,-1.4705,0.0909,1.482
5.640084308,0.1989,-1.4983,0.0569,1.513
5.642429,0.2301,-1.5145,-0.0393,1.532
5.657577308,0.2235,-1.4998,-0.0704,1.518
5.660356,0.0880,-1.2308,-0.0093,1.234
5.662516,0.0625,-1.1798,0.0120,1.181
5.665989923,0.0313,-1.1048,0.0445,1.106
5.668381,0.0122,-1.0593,0.0618,1.061
5.672231462,-0.0217,-0.9802,0.0870,0.984
5.676686846,-0.0467,-0.9274,0.0982,0.934
5.680297616,-0.0647,-0.8851,0.0965,0.893
5.682283154,-0.0755,-0.8641,0.0945,0.873
5.684729539,-0.0858,-0.8468,0.0906,0.856
5.688095385,-0.1002,-0.8304,0.0777,0.840
5.692126231,-0.1138,-0.8145,0.0559,0.824
5.694299077,-0.1163,-0.8123,0.0525,0.822
5.697950539,-0.1224,-0.8101,0.0342,0.820
5.700112616,-0.1226,-0.8099,0.0296,0.820
5.702564077,-0.1224,-0.8096,0.0183,0.819
5.706143769,-0.1158,-0.8133,-0.0037,0.822
5.708724385,-0.1114,-0.8150,-0.0066,0.823
5.713629,-0.0975,-0.8170,-0.0213,0.823
5.716838769,-0.0897,-0.8184,-0.0215,0.824
5.720003385,-0.0867,-0.8179,-0.0183,0.823
5.723538154,-0.0772,-0.8231,-0.0029,0.827
5.726360923,-0.0625,-0.8294,0.0279,0.832
5.729878154,-0.0591,-0.8321,0.0359,0.835
5.733224,-0.0479,-0.8414,0.0691,0.846
5.739811077,-0.0445,-0.8455,0.0850,0.851
